iter	Accuracy	MultiClass
182	0.8055286415	0.4723821966
183	0.8061488887	0.4718214739
184	0.8062956928	0.4711962663
185	0.8064094659	0.4708493843
186	0.8064278164	0.4705668151
187	0.8067801462	0.4700821323
188	0.8071067853	0.4696618483
189	0.8074682903	0.4692082753
190	0.8076499604	0.468767519
191	0.8079380634	0.4684498832
192	0.8080206407	0.4680445376
193	0.8081821251	0.4676753196
194	0.8084390323	0.4673686941
195	0.8087950322	0.4670821394
196	0.8088280631	0.4667831695
197	0.8094207845	0.4664128619
198	0.8094721659	0.4661409877
199	0.8097455885	0.4657968296
200	0.8099602895	0.4653735349
201	0.8100703926	0.464918729
202	0.8104263924	0.4644318097
203	0.8104722687	0.4638630873
204	0.8107915676	0.4634106039
205	0.8111292169	0.4628352867
206	0.811815526	0.4625171635
207	0.811997196	0.4621570634
208	0.8121898764	0.461580714
209	0.8122797939	0.4612457025
210	0.8125311959	0.4609282387
211	0.8128376494	0.4605730417
212	0.8130743709	0.4601222786
213	0.8131881441	0.4598391073
214	0.8135294636	0.4593955411
215	0.8137515047	0.4589875577
216	0.8141038345	0.4585690227
217	0.8144066179	0.4582089226
218	0.8144249684	0.4579537932
219	0.8145644323	0.4576634537
220	0.8146745354	0.457330736
221	0.814806659	0.457091778
222	0.815023195	0.4567601499
223	0.8153021228	0.4563591913
224	0.8156379371	0.4560537413
225	0.8157150092	0.4558181666
226	0.8160434834	0.4553846645
227	0.816425174	0.4549894978
228	0.8165004111	0.4544999119
229	0.8169188027	0.4540260387
230	0.817076617	0.4537361293
231	0.8172050706	0.4534240846
232	0.8174638128	0.4531912912
233	0.8177831117	0.4527075259
234	0.8179262456	0.4523422361
235	0.8181941631	0.4520313383
236	0.8184345547	0.451733974
237	0.8185409877	0.4515577231
238	0.8187465134	0.4512038737
239	0.8189667195	0.4508468989
240	0.8190456267	0.4505463807
241	0.8190859978	0.4503014014
242	0.819418142	0.4498732611
243	0.8194401627	0.4495208166
244	0.8199356264	0.4491275422
245	0.8201301418	0.4486247096
246	0.8203191521	0.4482790032
247	0.8205081623	0.4479106454
248	0.8205210077	0.4476469142
249	0.8206090901	0.4473862509
250	0.8208971931	0.4470179218
251	0.8211155642	0.4466925443
252	0.8212788837	0.4463973305
253	0.8214954197	0.4461234778
254	0.8216385537	0.4458543275
255	0.8217982031	0.4455596584
256	0.8218532546	0.4452293206
257	0.8219982237	0.4448654357
258	0.8222936669	0.4445444452
259	0.8224221204	0.44433178
260	0.8226386564	0.4440312904
261	0.8227560997	0.443684265
262	0.822912079	0.4434269565
263	0.8228606976	0.4432023921
264	0.8231928418	0.4428124725
265	0.8235635221	0.4423510432
266	0.8236626149	0.4418738726
267	0.8237195015	0.4414655164
268	0.8238240994	0.4411319386
269	0.8238809859	0.4408085682
270	0.824062656	0.4406350698
271	0.8244315012	0.4403102372
272	0.8245471094	0.4400858448
273	0.8247214393	0.4398444496
274	0.8250792742	0.4394712461
275	0.8253288411	0.4391426
276	0.8253912329	0.4389522134
277	0.8255985936	0.4385995683
278	0.8256664905	0.4383425464
279	0.8258077894	0.4381238886
280	0.8260591914	0.4379024209
281	0.8261839749	0.4375187806
282	0.8262500367	0.4372022917
283	0.826694119	0.436872728
284	0.8268978097	0.4366244513
285	0.8270721395	0.436449548
286	0.8273675827	0.4361467359
287	0.8274776858	0.4359265298
288	0.8277199125	0.4356190154
289	0.8277933145	0.435421174
290	0.8279437887	0.4352035771
291	0.8281107784	0.4349381542
292	0.8283346546	0.4346855193
293	0.8286044071	0.4344095735
294	0.8287732317	0.4339885727
295	0.8290962007	0.433685904
296	0.8292668604	0.4333631357
297	0.8295182624	0.4329725279
298	0.8296265304	0.4327510889
299	0.8296412108	0.4324734514
300	0.8297770046	0.4322222501
301	0.8300981385	0.4318675979
302	0.8302284271	0.4315445716
303	0.8303862415	0.431207897
304	0.8305697466	0.430975161
305	0.8307312311	0.4306812661
306	0.8308633548	0.4304604579
307	0.8310248392	0.4301758816
308	0.8310597052	0.4298501601
309	0.8315496638	0.4293904798
310	0.8316762823	0.429149314
311	0.8317661998	0.4289053095
312	0.83195154	0.428611472
313	0.8323203852	0.4281398352
314	0.8325938078	0.4278263569
315	0.8327919933	0.4274976534
316	0.8328617252	0.4272379077
317	0.8330470654	0.4269433247
318	0.8332048798	0.4266807404
319	0.8333351684	0.4263772115
320	0.8335829003	0.4260672599
321	0.833537024	0.4258888872
322	0.8336563023	0.4256657278
323	0.8337976012	0.425338888
324	0.8338434775	0.4251633253
325	0.8339884465	0.4248098486
326	0.834293065	0.4244785072
327	0.8344270237	0.4241673227
328	0.8346453948	0.4239340418
329	0.834727972	0.4236941663
330	0.8350344256	0.4234132888
331	0.8351408585	0.4231739293
332	0.8354363017	0.4228071199
333	0.8354601574	0.422616934
334	0.8354895182	0.4223211181
335	0.8356803635	0.4221278069
336	0.8357409202	0.4218951282
337	0.8360088376	0.4216624782
338	0.8361391262	0.4214536264
339	0.8362712499	0.4213266065
340	0.83627492	0.4211019848
341	0.8364694354	0.420834182
342	0.8366474353	0.4205015217
343	0.8367116621	0.4203174432
344	0.8368070848	0.4201110573
345	0.837141064	0.4197768773
346	0.8371502393	0.4196074218
347	0.8374163217	0.4192508772
348	0.8377576412	0.418845761
349	0.8379081153	0.4185837214
350	0.838111806	0.4183204203
351	0.838221909	0.4181309226
352	0.8383888987	0.417758694
353	0.8386861769	0.4174361265
354	0.8389981356	0.4170342216
355	0.8391853108	0.4168007687
356	0.8394275375	0.4165339409
357	0.8395780117	0.416357948
358	0.8396881147	0.4161334123
359	0.8397174756	0.4159220947
360	0.8398734549	0.4156545787
361	0.840165228	0.4152376781
362	0.8403689186	0.4150620293
363	0.8404147949	0.4149112684
364	0.8406863825	0.4145741638
365	0.8408240113	0.4144074036
366	0.8409341143	0.4141842442
367	0.8410533926	0.4138842133
368	0.8410515576	0.4137606628
369	0.8411983617	0.4135632801
370	0.8414405884	0.4132241971
371	0.8415763822	0.4130584978
372	0.8416020729	0.4127951393
373	0.8418534749	0.4125351068
374	0.8420957016	0.4122775115
375	0.8421691036	0.4119721189
376	0.8423471036	0.4117074702
377	0.8424572066	0.4115019731
378	0.8425251035	0.4112420554
379	0.8428572477	0.4109131225
380	0.8430187322	0.4105996442
381	0.8431967321	0.4102740087
382	0.843299495	0.4099731463
383	0.8434573094	0.4097517073
384	0.8436720103	0.4094504149
385	0.8437949587	0.4092104246
386	0.8440702164	0.4089068097
387	0.8442023401	0.4087214982
388	0.8441858246	0.4085592109
389	0.8441894947	0.4083692831
390	0.8442995978	0.4081579369
391	0.8444262163	0.4079806537
392	0.8446225667	0.4076882785
393	0.8446776183	0.4075543771
394	0.8449125048	0.4072901298
395	0.8449510408	0.4071412613
396	0.8450446284	0.4069347894
397	0.8455804633	0.4064791807
398	0.845675886	0.4063596443
399	0.8457015767	0.4062237358
400	0.8457529581	0.405957166
401	0.8460135353	0.4057512102
402	0.846180525	0.4055475482
403	0.8463456796	0.4052532519
404	0.8464209166	0.4050840258
405	0.8465732259	0.4049155739
406	0.8468007722	0.4045614664
407	0.8469787721	0.4044088418
408	0.8472118236	0.4041085529
409	0.8472870607	0.4039306676
410	0.8473200916	0.4037528397
411	0.8474485452	0.4035432999
412	0.8475623183	0.4032894894
413	0.8475935142	0.4031647633
414	0.8476357204	0.4030408686
415	0.8477219678	0.4028652485
416	0.8478339059	0.4026250289
417	0.8480155759	0.4023950741
418	0.8483091841	0.4020721338
419	0.8484486479	0.4018538774
420	0.8484780087	0.40170369
421	0.8487220705	0.4015142496
422	0.8487991427	0.4013299704
423	0.8488890602	0.4012061618
424	0.8491074312	0.4010091805
425	0.8491496374	0.4008009883
426	0.8493294724	0.4005768827
427	0.8497148331	0.4003050657
428	0.8497313485	0.400024389
429	0.8498451217	0.3997716394
430	0.8500671629	0.3994386923
431	0.850072668	0.3992726202
432	0.8501699257	0.3990860185
433	0.8502066267	0.3988575833
434	0.8504231627	0.3986607741
435	0.8503864617	0.3985763331
436	0.8505681318	0.398367424
437	0.8507773276	0.3980832492
438	0.8509791832	0.3978908269
439	0.8513828944	0.3976144797
440	0.8515003376	0.3973465909
441	0.8515975953	0.3970691828
442	0.8516856778	0.3968870827
443	0.8518453272	0.396688209
444	0.8519205643	0.3965953096
445	0.852054523	0.396395461
446	0.8521389354	0.396229819
447	0.8522398632	0.3960437334
448	0.8523462961	0.3957815792
449	0.8525041105	0.395604038
450	0.8525609971	0.3954553128
451	0.8526270589	0.3952291428
452	0.8527646877	0.3950383835
453	0.852847265	0.3949119371
454	0.8529023166	0.3947378366
455	0.8529261722	0.3946087809
456	0.8529959042	0.394405377
457	0.8530821516	0.3941341909
458	0.8531188526	0.3940150272
459	0.8530179248	0.3938688826
460	0.8531959247	0.3935531392
461	0.8536271617	0.3932777668
462	0.8537244194	0.3930265369
463	0.8537978214	0.3928886787
464	0.8539501307	0.3926015792
465	0.8540804193	0.3924214575
466	0.8541171203	0.3923202717
467	0.8542786048	0.3920989473
468	0.8543978831	0.391907758
469	0.854682316	0.3915878856
470	0.8550107901	0.3912366167
471	0.8552108107	0.3909949348
472	0.8553429343	0.3908100821
473	0.8555154291	0.3904877439
474	0.8556420476	0.3903300442
475	0.8557503156	0.3900898246
476	0.8559760269	0.3898553108
477	0.8561778825	0.3895892858
478	0.8562017382	0.3894051212
479	0.8562402742	0.3892796496
480	0.8565228721	0.3889996323
481	0.8565430576	0.3888660463
482	0.8566421504	0.3887216221
483	0.8566972019	0.3885964659
484	0.856880707	0.3884217633
485	0.8570348513	0.3881779596
486	0.8571798203	0.3879391736
487	0.8573926862	0.3876857932
488	0.8576239026	0.3874575874
489	0.8577541913	0.3873128191
490	0.8577707067	0.3871615994
491	0.8577688717	0.3870147667
492	0.85788815	0.3868706291
493	0.8580716551	0.3866580213
494	0.858104686	0.3865687633
495	0.8582239643	0.3863500768
496	0.858286356	0.3861543858
497	0.8584221498	0.385965605
498	0.8585395931	0.3857435925
499	0.8585983147	0.3856319124
500	0.8586735518	0.3855145838
501	0.8588075105	0.3852838549
502	0.8589267888	0.3850821139
503	0.859005696	0.3848398585
504	0.8591745207	0.384663579
505	0.8591928712	0.3845351827
506	0.8592314073	0.3843990449
507	0.8594993247	0.3841303246
508	0.8595048299	0.3840114191
509	0.8596204381	0.3838655612
510	0.8597305411	0.383619349
511	0.8598626648	0.3834297366
512	0.8599122112	0.3833154186
513	0.8599709328	0.3831049326
514	0.8601030565	0.3828885113
515	0.8603232626	0.3826685058
516	0.8604205203	0.3825170855
517	0.860519613	0.3822048114
518	0.8606866027	0.3820609033
519	0.8607967057	0.3819326504
520	0.8608701078	0.381789201
521	0.8609196541	0.3816117746
522	0.8609435098	0.3814450716
523	0.8612004169	0.3812430153
524	0.8613692416	0.3810227232
525	0.8614426436	0.3808851804
526	0.8615233859	0.3806789952
527	0.8615949529	0.3805457533
528	0.8618555301	0.3802145266
529	0.8620573857	0.379969748
530	0.8620995919	0.3797702149
531	0.8621711589	0.3796520262
532	0.8623234681	0.3794707862
533	0.8624941278	0.3793092731
534	0.8626023958	0.3791500537
535	0.8627363546	0.3790088121
536	0.8627987463	0.3789024079
537	0.8628372824	0.3786805961
538	0.8630116122	0.3784890626
539	0.8630813441	0.3782977299
540	0.8632428286	0.3781759857
541	0.8633547667	0.3779558656
542	0.8634391791	0.3777687765
543	0.8635768079	0.3776228899
544	0.8636979213	0.3774885011
545	0.863795179	0.3773186729
546	0.8639493232	0.377136286
547	0.8640741067	0.3769220725
548	0.8641970551	0.3767660932
549	0.8642447664	0.3765823874
550	0.8644282715	0.3764090037
551	0.8644906633	0.376150749
552	0.8647200446	0.3758542449
553	0.8647897766	0.375711455
554	0.8648283126	0.3755710449
555	0.8649072198	0.3754516519
556	0.865131096	0.3752215537
557	0.8653769929	0.3749901653
558	0.8655696732	0.3747075388
559	0.8655403124	0.3746134924
560	0.8656247247	0.3744292418
561	0.8658651164	0.3741686359
562	0.86599357	0.3739731743
563	0.8661330339	0.3738304991
564	0.8661256936	0.3736783046
565	0.8662981884	0.3734503282
566	0.8664137966	0.3732622928
567	0.8665367451	0.3730778702
568	0.8665862914	0.3729541476
569	0.8666284976	0.3728307691
570	0.8667037347	0.3726981293
571	0.8667587862	0.3725478558
572	0.8667275904	0.3724620385
573	0.8669110955	0.3723059445
574	0.8670285387	0.3720682767
575	0.8671147861	0.3719526685
576	0.867290951	0.3717250362
577	0.8676065798	0.3714742937
578	0.8676781467	0.3712796636
579	0.8676267653	0.3711821765
580	0.8677625591	0.3709438206
581	0.8678946828	0.3706980671
582	0.8680873631	0.3704562132
583	0.8681754456	0.3703016101
584	0.8682066414	0.3701397816
585	0.8682947239	0.3699906837
586	0.8683240847	0.369876165
587	0.8683589506	0.3697391957
588	0.8685828269	0.3695345588
589	0.868694765	0.3694109509
590	0.8687222907	0.3692984107
591	0.8688011979	0.3691195793
592	0.8688801051	0.3689487475
593	0.8689626824	0.3687327849
594	0.8690837958	0.3685664261
595	0.8691388473	0.3684343024
596	0.8692893215	0.3682495644
597	0.8693645586	0.3680621312
598	0.8695040224	0.367918051
599	0.8696049502	0.3677144463
600	0.8697627646	0.3675023833
601	0.8697921254	0.3673368846
602	0.8699095687	0.3671995425
603	0.8700380223	0.3670490397
604	0.8701628057	0.3669094898
605	0.870533486	0.3666118388
606	0.8705444963	0.3664530495
607	0.8705591767	0.3662889272
608	0.8706674447	0.3661472842
609	0.8708032385	0.365973069
610	0.870893156	0.3657741667
611	0.8710271147	0.3655088585
612	0.8710821662	0.3654155863
613	0.8711005168	0.3653592732
614	0.8711757538	0.3652215296
615	0.8712381456	0.3650725751
616	0.8713078775	0.3649628161
617	0.871324393	0.3648112237
618	0.8714216507	0.3646263137
619	0.8715501042	0.3644591233
620	0.871651032	0.3642529955
621	0.871794166	0.3640554695
622	0.8719923515	0.3638977984
623	0.8721483308	0.363703197
624	0.8722657741	0.3634918508
625	0.8722749494	0.3634035676
626	0.8723795473	0.3632248795
627	0.8723795473	0.3631215719
628	0.8724988256	0.3629450916
629	0.8725373616	0.362806832
630	0.8727190317	0.3626556983
631	0.8728474852	0.3623649575
632	0.8728658358	0.3622554852
633	0.8730126398	0.3620621454
634	0.8730878769	0.3619292189
635	0.8731557738	0.3617011278
636	0.8731924748	0.3615170779
637	0.8733888253	0.3612843705
638	0.8733649696	0.361164232
639	0.8733906603	0.3609592798
640	0.8735081036	0.3607616964
641	0.8735209489	0.3606749329
642	0.8735503098	0.3605993804
643	0.8736200417	0.3604803888
644	0.8736585778	0.3603847368
645	0.8737448252	0.3601810461
646	0.8738934643	0.359960754
647	0.8739797117	0.3598607437
648	0.8740329282	0.3597016391
649	0.8740457735	0.3595064355
650	0.8742990105	0.3592988454
651	0.8743136909	0.3591959105
652	0.8743118559	0.3590958142
653	0.8744439796	0.3589841341
654	0.8745045362	0.3588288716
655	0.8746238146	0.3585894835
656	0.8746935465	0.358445346
657	0.8747669485	0.3583209066
658	0.8748733815	0.3581680239
659	0.8748697114	0.3580707662
660	0.8749412784	0.3578394638
661	0.8751247835	0.3576847174
662	0.8753119587	0.3574674645
663	0.8754128865	0.3572890632
664	0.8755083091	0.3571155075
665	0.8756441029	0.3569891757
666	0.8757101647	0.3568170824
667	0.8757248451	0.3567655002
668	0.8758386183	0.3566201298
669	0.8759211956	0.3563966263
670	0.8760698347	0.356192993
671	0.8762203089	0.3560884811
672	0.8763212367	0.3559000156
673	0.8763891336	0.3557655695
674	0.8765029067	0.3555163753
675	0.8765524531	0.3553689691
676	0.8766185149	0.3552240574
677	0.8767047623	0.3551009083
678	0.8767396283	0.3549916368
679	0.876836886	0.3548332202
680	0.8769268035	0.3546739436
681	0.8769726798	0.3545363721
682	0.8770662674	0.3543865287
683	0.8772589477	0.3541941351
684	0.8773617106	0.3539962937
685	0.8773984116	0.3539118526
686	0.877486494	0.3538150824
687	0.8775892569	0.3536671027
688	0.8777048651	0.35349197
689	0.8777048651	0.3534099375
690	0.8777268857	0.3533409798
691	0.8777268857	0.3532059602
692	0.8779764526	0.352948795
693	0.8780461846	0.3527972599
694	0.878170968	0.3525396646
695	0.8783269474	0.3523609479
696	0.8784315453	0.3522046531
697	0.8785728442	0.3520083887
698	0.878673772	0.3518843507
699	0.8786297308	0.3517641549
700	0.8787159782	0.351602183
701	0.8787691946	0.3514652423
702	0.8788132359	0.3513444157
703	0.8788462668	0.3512472727
704	0.8788609472	0.3511395494
705	0.8789196688	0.3509309271
706	0.8789912358	0.3508019574
707	0.8790316069	0.3507194088
708	0.8790462873	0.3506017361
709	0.8791839161	0.3504551614
710	0.8791729058	0.3503193677
711	0.8793288852	0.3501178275
712	0.8794022872	0.3500149213
713	0.87950138	0.3498818801
714	0.8795619366	0.3497986433
715	0.8796078129	0.3496891997
716	0.8796628644	0.3495141531
717	0.8797381015	0.3492740768
718	0.8798371943	0.3491514724
719	0.8799436272	0.3489465489
720	0.8799931736	0.3487954439
721	0.8800115241	0.3486351923
722	0.8802445756	0.3483705436
723	0.8802831117	0.3482464196
724	0.8803895446	0.3480654377
725	0.8804702869	0.3479440089
726	0.8804702869	0.347817247
727	0.8804666168	0.3477432142
728	0.8805583693	0.3475894713
729	0.8805730497	0.3474759276
730	0.8806703074	0.3473451228
731	0.8807969259	0.3471170891
732	0.8807565548	0.3470204909
733	0.8808850084	0.3468531572
734	0.8809510702	0.3466256969
735	0.8810061217	0.3464940606
736	0.8810373176	0.3463826673
737	0.8811107196	0.3462276915
738	0.8811547609	0.3461620884
739	0.8812043072	0.3459813646
740	0.8813419361	0.3458155505
741	0.8814446989	0.3456138383
742	0.8816171937	0.3454986602
743	0.8817860184	0.3452695942
744	0.8817878534	0.3451785872
745	0.8818630905	0.3450607712
746	0.8818942864	0.34492168
747	0.8820025544	0.3447861443
748	0.882059441	0.344684385
749	0.8820631111	0.3445897652
750	0.8821860595	0.3443725984
751	0.8821933997	0.3442868671
752	0.882241111	0.3441301709
753	0.8823346986	0.3439198282
754	0.8823640594	0.343726001
755	0.8824117708	0.3436165574
756	0.8824870078	0.3435345249
757	0.8825842655	0.3434108023
758	0.882672348	0.3432459631
759	0.8828778737	0.3430614832
760	0.8829200799	0.3428753688
761	0.882962286	0.3426913476
762	0.8830944097	0.3425126882
763	0.8831935025	0.3423533829
764	0.8832063478	0.3422242698
765	0.8833788426	0.3420418543
766	0.8834724302	0.3418852442
767	0.8836779559	0.3416875174
768	0.8836522652	0.3415323123
769	0.8837807188	0.3414027118
770	0.8838027394	0.3413155182
771	0.8838522857	0.341082094
772	0.883896327	0.3410282754
773	0.8839917496	0.3408794355
774	0.8839770692	0.3407323161
775	0.8840082651	0.3406740245
776	0.8841036877	0.3405171564
777	0.8842064506	0.3403110572
778	0.8842706774	0.3401407702
779	0.8843991309	0.3399879162
780	0.8846285123	0.3398346894
781	0.8847899968	0.3396137092
782	0.8848303679	0.3394894705
783	0.8848413782	0.3393741203
784	0.8848450483	0.3392869554
785	0.8848175225	0.3391644944
786	0.8849276256	0.3390125293
787	0.8849276256	0.3389169059
788	0.8850175431	0.3388114192
789	0.8849496462	0.3386770303
790	0.885123976	0.338488909
791	0.885158842	0.3383939737
792	0.8853331718	0.33820115
793	0.8854396048	0.3380784597
794	0.8855442027	0.3379273834
795	0.8855809037	0.3378103415
796	0.8856176047	0.3377056289
797	0.8857020171	0.3375817056
798	0.8857313779	0.3373733127
799	0.885843316	0.3372464934
800	0.8859112129	0.3371458237
801	0.886058017	0.3370069333
802	0.8860451716	0.3368711969
803	0.8861516046	0.3367508003
804	0.8862250066	0.3366072362
805	0.8863240994	0.3363985852
806	0.886454388	0.3362452438
807	0.886491089	0.3361304671
808	0.8865828415	0.3359676923
809	0.8866030271	0.3358966414
810	0.8866066972	0.3357501528
811	0.8866213776	0.3356518342
812	0.8866489034	0.3354907224
813	0.8867314807	0.3353242202
814	0.8868177281	0.3352201384
815	0.8868966353	0.3350939213
816	0.8869663672	0.3349529665
817	0.8870783053	0.3347811025
818	0.8870966558	0.3346552008
819	0.8871351919	0.33452388
820	0.8872434599	0.334403254
821	0.8872728207	0.3342473321
822	0.8873810887	0.3341050296
823	0.8875187175	0.333933567
824	0.8876012948	0.3338159231
825	0.8876214804	0.3337239985
826	0.8876398309	0.3335939966
827	0.8876581814	0.33347036
828	0.8877572741	0.3333420785
829	0.8877921401	0.3332742676
830	0.8878545318	0.3331499143
831	0.8879719751	0.3330176759
832	0.8880068411	0.3329319733
833	0.8880618926	0.3327718077
834	0.8881261194	0.3326372182
835	0.8881793359	0.3325050372
836	0.8882270472	0.3323693295
837	0.8882729235	0.3323018627
838	0.8883555007	0.3321748141
839	0.8884894595	0.3320252861
840	0.888438078	0.3319382932
841	0.888579377	0.3317295562
842	0.8885977275	0.3315947086
843	0.8887408614	0.3314189738
844	0.8887940779	0.3312934162
845	0.888797748	0.3312067673
846	0.8888436243	0.3311075886
847	0.8889812531	0.3309759237
848	0.8890014387	0.3308089054
849	0.889122552	0.3306466754
850	0.8891482428	0.3304645466
851	0.889192284	0.3303748011
852	0.8892528407	0.3302459748
853	0.8892675211	0.3302104207
854	0.8893225726	0.3300943251
855	0.88940882	0.3299844801
856	0.8894546963	0.3298837816
857	0.8894657066	0.3297954125
858	0.8895482839	0.329602302
859	0.8896216859	0.3294443156
860	0.8896033354	0.3293631719
861	0.8896712323	0.3292922071
862	0.8897519745	0.329155037
863	0.8898033559	0.3290584675
864	0.8897868405	0.3289285516
865	0.8899263044	0.3287476557
866	0.8900419126	0.3285635772
867	0.8900822837	0.3284286149
868	0.8901593558	0.3283048063
869	0.8901777063	0.3282250963
870	0.8902823042	0.3280826791
871	0.8903263455	0.3279589566
872	0.8903428609	0.3278855832
873	0.8903208403	0.3277681113
874	0.8903667166	0.327682294
875	0.8904052526	0.3275800185
876	0.8905098506	0.3274545183
877	0.8905355413	0.3273821484
878	0.8906364691	0.3272473869
879	0.8906621598	0.3271734401
880	0.8907447371	0.3270236827
881	0.8908181391	0.3268915017
882	0.8909153968	0.3267013732
